Activity Period,Operating Airline,Passenger Count
201111,Hawaiian Airlines,8020
201111,Hawaiian Airlines,7882
201111,Horizon Air,5556
201111,Horizon Air,6111
201111,Japan Airlines,5555
201111,Japan Airlines,5572
201111,JetBlue Airways,37223
201111,JetBlue Airways,35643
201111,KLM Royal Dutch Airlines,5535
201111,KLM Royal Dutch Airlines,5500
201111,Korean Air Lines,5267
201111,Korean Air Lines,5904
201111,LAN Peru,1889
201111,LAN Peru,2354
201111,Lufthansa German Airlines,16345
201111,Lufthansa German Airlines,16523
201111,Mesa Airlines,79
201111,Philippine Airlines,8498
201111,Philippine Airlines,8947
201111,Singapore Airlines,12190
201111,Singapore Airlines,12948
201111,SkyWest Airlines,20128
201111,SkyWest Airlines,20887
201111,SkyWest Airlines,134167
201111,SkyWest Airlines,134103
201111,SkyWest Airlines,2145
201111,SkyWest Airlines,8749
201111,SkyWest Airlines,10862
201111,Southwest Airlines,122593
201111,Southwest Airlines,121729
201111,Southwest Airlines,163
201111,Sun Country Airlines,3160
201111,Sun Country Airlines,3309
201111,Swiss International,5338
201111,Swiss International,5161
201111,TACA,4819
201111,TACA,5337
201111,US Airways,65083
201111,US Airways,66415
201111,United Airlines,76188
201111,United Airlines,78756
201111,United Airlines - Pre 07/01/2013,25207
201111,United Airlines - Pre 07/01/2013,31254
201111,United Airlines - Pre 07/01/2013,19779
201111,United Airlines - Pre 07/01/2013,19703
201111,United Airlines - Pre 07/01/2013,280
201111,United Airlines - Pre 07/01/2013,375796
201111,United Airlines - Pre 07/01/2013,374352
201112,AirTran Airways,11950
201111,United Airlines - Pre 07/01/2013,5324
201111,United Airlines - Pre 07/01/2013,56107
201111,United Airlines - Pre 07/01/2013,55048
201111,United Airlines - Pre 07/01/2013,1553
201111,United Airlines - Pre 07/01/2013,7344
201111,United Airlines - Pre 07/01/2013,8161
201111,United Airlines - Pre 07/01/2013,338
201111,United Airlines - Pre 07/01/2013,9605
201111,United Airlines - Pre 07/01/2013,8987
201111,United Airlines - Pre 07/01/2013,183
201111,United Airlines - Pre 07/01/2013,17359
201111,United Airlines - Pre 07/01/2013,17709
201111,United Airlines - Pre 07/01/2013,101
201111,United Airlines - Pre 07/01/2013,13011
201111,United Airlines - Pre 07/01/2013,11700
201111,United Airlines - Pre 07/01/2013,4437
201111,Virgin America,134991
201111,Virgin America,136432
201111,Virgin America,3546
201111,Virgin America,3382
201111,Virgin Atlantic,7104
201111,Virgin Atlantic,8143
201112,Aeromexico,3257
201112,Aeromexico,5035
201112,Air Canada,7314
201112,Air Canada,7113
201112,Air Canada,10970
201112,Air Canada,10669
201112,Air China,7148
201112,Air China,7484
201112,Air France,7809
201112,Air France,7658
201112,Air New Zealand,9181
201112,Air New Zealand,8809
201112,AirTran Airways,12218
201112,Alaska Airlines,34248
201112,Alaska Airlines,34895
201112,Alaska Airlines,6966
201112,Alaska Airlines,7480
201112,All Nippon Airways,6993
201112,All Nippon Airways,7381
201112,American Airlines,116983
201112,American Airlines,116867
201112,Asiana Airlines,6735
201112,Asiana Airlines,7649
201112,British Airways,16402
201112,British Airways,16860
201112,Cathay Pacific,18417
201112,Cathay Pacific,20526
201112,China Airlines,9056
201112,China Airlines,10731
201112,Delta Air Lines,101190
201112,Delta Air Lines,101735
201112,Delta Air Lines,4556
201112,Delta Air Lines,5006
201112,EVA Airways,10903
201112,EVA Airways,14260
201112,Emirates,5528
201112,Emirates,5783
201112,Emirates,4232
201112,Emirates,4777
201112,Frontier Airlines,18397
201112,Frontier Airlines,17888
201112,Hawaiian Airlines,8279
201112,Hawaiian Airlines,8339
201112,Horizon Air,6064
201112,Horizon Air,6547
201112,Japan Airlines,5411
201112,Japan Airlines,6281
201112,JetBlue Airways,35100
201112,JetBlue Airways,36172
201112,KLM Royal Dutch Airlines,5598
201112,KLM Royal Dutch Airlines,5237
201112,Korean Air Lines,5573
201112,Korean Air Lines,6609
201112,LAN Peru,3396
201112,LAN Peru,3400
201112,Lufthansa German Airlines,15338
201112,Lufthansa German Airlines,15396
201112,Philippine Airlines,7768
201112,Philippine Airlines,10936
201112,Singapore Airlines,14783
201112,Singapore Airlines,13942
201112,SkyWest Airlines,16509
201112,SkyWest Airlines,17109
201112,SkyWest Airlines,704
201112,SkyWest Airlines,916
201112,SkyWest Airlines,137963
201112,SkyWest Airlines,139690
201112,SkyWest Airlines,2433
201112,SkyWest Airlines,10274
201112,SkyWest Airlines,11578
201112,Southwest Airlines,123874
201112,Southwest Airlines,129271
201112,Southwest Airlines,110
201112,Sun Country Airlines,3451
201112,Sun Country Airlines,3715
201112,Swiss International,5667
201112,Swiss International,5433
201112,TACA,5039
201112,TACA,6288
201112,US Airways,62801
201112,US Airways,62888
201112,United Airlines,79523
201112,United Airlines,83654
201112,United Airlines - Pre 07/01/2013,37340
201112,United Airlines - Pre 07/01/2013,43312
201112,United Airlines - Pre 07/01/2013,20287
201112,United Airlines - Pre 07/01/2013,20333
201112,United Airlines - Pre 07/01/2013,307
201112,United Airlines - Pre 07/01/2013,385450
201112,United Airlines - Pre 07/01/2013,386334
201112,United Airlines - Pre 07/01/2013,5821
201112,United Airlines - Pre 07/01/2013,59454
201112,United Airlines - Pre 07/01/2013,61952
201112,United Airlines - Pre 07/01/2013,1868
201112,United Airlines - Pre 07/01/2013,9410
201112,United Airlines - Pre 07/01/2013,9563
201112,United Airlines - Pre 07/01/2013,461
201112,United Airlines - Pre 07/01/2013,10474
201112,United Airlines - Pre 07/01/2013,10977
201112,United Airlines - Pre 07/01/2013,338
201112,United Airlines - Pre 07/01/2013,19305
201112,United Airlines - Pre 07/01/2013,19223
201112,United Airlines - Pre 07/01/2013,221
201112,United Airlines - Pre 07/01/2013,16306
201112,United Airlines - Pre 07/01/2013,16041
201112,United Airlines - Pre 07/01/2013,1
201112,United Airlines - Pre 07/01/2013,4797
201112,Virgin America,144841
201112,Virgin America,148887
201112,Virgin America,5701
201112,Virgin America,7649
201112,Virgin Atlantic,7920
201112,Virgin Atlantic,9002
201201,Aeromexico,3900
201201,Aeromexico,3227
201201,Air Canada,7501
201201,Air Canada,7458
201201,Air Canada,9546
201201,Air Canada,9491
201201,Air China,7482
201201,Air China,6915
201201,Air France,7366
201201,Air France,6882
201201,Air New Zealand,9202
201201,Air New Zealand,10876
201201,AirTran Airways,8735
201201,AirTran Airways,8694
201201,Alaska Airlines,30082
201201,Alaska Airlines,29404
201201,Alaska Airlines,7004
201201,Alaska Airlines,5858
201201,All Nippon Airways,7871
201201,All Nippon Airways,7105
201201,American Airlines,119287
201201,American Airlines,110538
201201,Asiana Airlines,8278
201201,Asiana Airlines,6703
201201,British Airways,16944
201201,British Airways,16194
201201,Cathay Pacific,21222
201201,Cathay Pacific,18534
201201,China Airlines,10789
201201,China Airlines,10400
201201,Delta Air Lines,90389
201201,Delta Air Lines,85884
201201,Delta Air Lines,4925
201201,Delta Air Lines,4317
201201,EVA Airways,14107
201201,EVA Airways,12675
201201,Emirates,10499
201201,Emirates,9564
201201,Frontier Airlines,17222
201201,Frontier Airlines,14992
201201,Hawaiian Airlines,8686
201201,Hawaiian Airlines,7921
201201,Horizon Air,5760
201201,Horizon Air,6497
201201,Japan Airlines,6499
201201,Japan Airlines,5591
201201,JetBlue Airways,38137
201201,JetBlue Airways,38921
201201,KLM Royal Dutch Airlines,5881
201201,KLM Royal Dutch Airlines,4792
201201,Korean Air Lines,7053
201201,Korean Air Lines,6660
201201,LAN Peru,3408
201201,LAN Peru,3070
201201,Lufthansa German Airlines,17769
201201,Lufthansa German Airlines,15595
201201,Philippine Airlines,12126
201201,Philippine Airlines,10526
201201,Servisair,77
201201,Servisair,77
201201,Singapore Airlines,14727
201201,Singapore Airlines,14944
201201,SkyWest Airlines,18521
201201,SkyWest Airlines,16842
201201,SkyWest Airlines,1211
201201,SkyWest Airlines,877
201201,SkyWest Airlines,122390
201201,SkyWest Airlines,122260
201201,SkyWest Airlines,1486
201201,SkyWest Airlines,9308
201201,SkyWest Airlines,9998
201201,Southwest Airlines,116384
201201,Southwest Airlines,111320
201201,Southwest Airlines,128
201201,Sun Country Airlines,2170
201201,Sun Country Airlines,1936
201201,Swiss International,5446
201201,Swiss International,4924
201201,TACA,5885
201201,TACA,5384
201201,US Airways,53668
201201,US Airways,53245
201201,United Airlines,70573
201201,United Airlines,64683
201201,United Airlines - Pre 07/01/2013,35600
201201,United Airlines - Pre 07/01/2013,42358
201201,United Airlines - Pre 07/01/2013,19144
201201,United Airlines - Pre 07/01/2013,18914
201201,United Airlines - Pre 07/01/2013,218
201201,United Airlines - Pre 07/01/2013,363731
201201,United Airlines - Pre 07/01/2013,359377
201201,United Airlines - Pre 07/01/2013,4137
201201,United Airlines - Pre 07/01/2013,64598
201201,United Airlines - Pre 07/01/2013,56879
201201,United Airlines - Pre 07/01/2013,1772
201201,United Airlines - Pre 07/01/2013,8775
201201,United Airlines - Pre 07/01/2013,10449
201201,United Airlines - Pre 07/01/2013,465
201201,United Airlines - Pre 07/01/2013,10349
201201,United Airlines - Pre 07/01/2013,9625
201201,United Airlines - Pre 07/01/2013,255
201201,United Airlines - Pre 07/01/2013,18074
201201,United Airlines - Pre 07/01/2013,16469
201201,United Airlines - Pre 07/01/2013,25
201201,United Airlines - Pre 07/01/2013,21396
201201,United Airlines - Pre 07/01/2013,15313
201201,United Airlines - Pre 07/01/2013,3873
201201,Virgin America,136955
201201,Virgin America,134033
201201,Virgin America,6871
201201,Virgin America,5144
201201,Virgin Atlantic,7746
201201,Virgin Atlantic,7637
201202,Aeromexico,2456
201202,Aeromexico,2507
201202,Air Canada,8523
201202,Air Canada,8090
201202,Air Canada,8524
201202,Air Canada,8092
201202,Air China,5982
201202,Air China,6173
201202,Air France,6439
201202,Air France,6036
201202,Air New Zealand,6692
201202,Air New Zealand,8037
201202,AirTran Airways,6925
201202,AirTran Airways,6883
201202,Alaska Airlines,28743
201202,Alaska Airlines,29124
201202,Alaska Airlines,5375
201202,Alaska Airlines,5579
201202,All Nippon Airways,7097
201202,All Nippon Airways,6746
201202,American Airlines,109025
201202,American Airlines,106868
201202,Asiana Airlines,5786
201202,Asiana Airlines,6145
201202,British Airways,14778
201202,British Airways,13953
201202,Cathay Pacific,16518
201202,Cathay Pacific,16688
201202,China Airlines,8045
201202,China Airlines,8023
201202,Delta Air Lines,83726
201202,Delta Air Lines,80894
201202,Delta Air Lines,4089
201202,Delta Air Lines,4026
201202,EVA Airways,11043
201202,EVA Airways,10131
201202,Emirates,9438
201202,Emirates,9267
201202,Frontier Airlines,16405
201202,Frontier Airlines,14861
201202,Hawaiian Airlines,7774
201202,Hawaiian Airlines,7576
201202,Horizon Air,5633
201202,Horizon Air,6089
201202,Japan Airlines,5102
201202,Japan Airlines,4844
201202,JetBlue Airways,37617
201202,JetBlue Airways,38360
201202,KLM Royal Dutch Airlines,5253
201202,KLM Royal Dutch Airlines,4421
201202,Korean Air Lines,5384
201202,Korean Air Lines,6112
201202,LAN Peru,2350
201202,LAN Peru,2576
201202,Lufthansa German Airlines,14111
201202,Lufthansa German Airlines,13078
201202,Philippine Airlines,10407
201202,Philippine Airlines,8117
201202,Singapore Airlines,11766
201202,Singapore Airlines,13174
201202,SkyWest Airlines,17771
201202,SkyWest Airlines,17373
201202,SkyWest Airlines,8703
201202,SkyWest Airlines,8071
201202,SkyWest Airlines,116794
201202,SkyWest Airlines,118421
201202,SkyWest Airlines,1322
201202,SkyWest Airlines,9601
201202,SkyWest Airlines,10263
201202,Southwest Airlines,107190
201202,Southwest Airlines,104832
201202,Southwest Airlines,129
201202,Sun Country Airlines,1930
201202,Sun Country Airlines,1931
201202,Swiss International,4884
201202,Swiss International,4730
201202,TACA,4855
201202,TACA,4964
201202,US Airways,46207
201202,US Airways,48298
201202,United Airlines,60508
201202,United Airlines,57102
201202,United Airlines - Pre 07/01/2013,31974
201202,United Airlines - Pre 07/01/2013,40339
201202,United Airlines - Pre 07/01/2013,18479
201202,United Airlines - Pre 07/01/2013,18205
201202,United Airlines - Pre 07/01/2013,252
201202,United Airlines - Pre 07/01/2013,351096
201202,United Airlines - Pre 07/01/2013,345900
201202,United Airlines - Pre 07/01/2013,4800
201202,United Airlines - Pre 07/01/2013,49463
201202,United Airlines - Pre 07/01/2013,53746
201202,United Airlines - Pre 07/01/2013,1551
201202,United Airlines - Pre 07/01/2013,6845
201202,United Airlines - Pre 07/01/2013,8410
201202,United Airlines - Pre 07/01/2013,422
201202,United Airlines - Pre 07/01/2013,10860
201202,United Airlines - Pre 07/01/2013,9638
201202,United Airlines - Pre 07/01/2013,283
201202,United Airlines - Pre 07/01/2013,14008
201202,United Airlines - Pre 07/01/2013,13434
201202,United Airlines - Pre 07/01/2013,189
201202,United Airlines - Pre 07/01/2013,17253
201202,United Airlines - Pre 07/01/2013,15917
201202,United Airlines - Pre 07/01/2013,19
201202,United Airlines - Pre 07/01/2013,1853
201202,Virgin America,134209
201202,Virgin America,134881
201202,Virgin America,6306
201202,Virgin America,6092
201202,Virgin Atlantic,6058
201202,Virgin Atlantic,6280
201202,WestJet Airlines,2
201203,Aeromexico,2743
201203,Aeromexico,2658
201203,Air Canada,8003
201203,Air Canada,9055
201203,Air Canada,9781
201203,Air Canada,11067
201203,Air China,6957
201203,Air China,6883
201203,Air France,8568
201203,Air France,8809
201203,Air New Zealand,8065
201203,Air New Zealand,6121
201203,AirTran Airways,10967
201203,AirTran Airways,10813
201203,Alaska Airlines,33201
201203,Alaska Airlines,32334
201203,Alaska Airlines,5877
201203,Alaska Airlines,6005
201203,All Nippon Airways,7464
201203,All Nippon Airways,7526
201203,American Airlines,124085
201203,American Airlines,126549
201203,Asiana Airlines,6440
201203,Asiana Airlines,6700
201203,British Airways,18397
201203,British Airways,18214
201203,Cathay Pacific,19241
201203,Cathay Pacific,18836
201203,China Airlines,9022
201203,China Airlines,8425
201203,Delta Air Lines,102597
201203,Delta Air Lines,104597
201203,Delta Air Lines,4229
201203,Delta Air Lines,3538
201203,EVA Airways,11918
201203,EVA Airways,11219
201203,Emirates,10273
201203,Emirates,8712
201203,Frontier Airlines,19122
201203,Frontier Airlines,17786
201203,Hawaiian Airlines,6768
201203,Hawaiian Airlines,8044
201203,Horizon Air,5927
201203,Horizon Air,6419
201203,Japan Airlines,5445
201203,Japan Airlines,5957
201203,JetBlue Airways,41893
201203,JetBlue Airways,44810
201203,KLM Royal Dutch Airlines,7321
201203,KLM Royal Dutch Airlines,6670
201203,Korean Air Lines,5121
201203,Korean Air Lines,5098
201203,LAN Peru,3022
201203,LAN Peru,3046
201203,Lufthansa German Airlines,19340
201203,Lufthansa German Airlines,18379
201203,Philippine Airlines,10614
201203,Philippine Airlines,9981
201203,Servisair,51
201203,Servisair,51
201203,Singapore Airlines,13683
201203,Singapore Airlines,14109
201203,SkyWest Airlines,24070
201203,SkyWest Airlines,24061
201203,SkyWest Airlines,134078
201203,SkyWest Airlines,132551
201203,SkyWest Airlines,1147
201203,SkyWest Airlines,9782
201203,SkyWest Airlines,11237
201203,Southwest Airlines,117459
201203,Southwest Airlines,119482
201203,Southwest Airlines,300
201203,Sun Country Airlines,2592
201203,Sun Country Airlines,2637
201203,Swiss International,5820
201203,Swiss International,5572
201203,TACA,5375
201203,TACA,5348
201203,US Airways,56319
201203,US Airways,61507
201203,United Airlines,70430
201203,United Airlines,71302
201203,United Airlines - Pre 07/01/2013,50479
201203,United Airlines - Pre 07/01/2013,52097
201203,United Airlines - Pre 07/01/2013,20425
201203,United Airlines - Pre 07/01/2013,20383
201203,United Airlines - Pre 07/01/2013,324
201203,United Airlines - Pre 07/01/2013,388088
201203,United Airlines - Pre 07/01/2013,387272
201203,United Airlines - Pre 07/01/2013,6159
201203,United Airlines - Pre 07/01/2013,59088
201203,United Airlines - Pre 07/01/2013,59527
201203,United Airlines - Pre 07/01/2013,1096
201203,United Airlines - Pre 07/01/2013,9644
201203,United Airlines - Pre 07/01/2013,7273
201203,United Airlines - Pre 07/01/2013,294
201203,United Airlines - Pre 07/01/2013,11523
201203,United Airlines - Pre 07/01/2013,11536
201203,United Airlines - Pre 07/01/2013,293
201203,United Airlines - Pre 07/01/2013,17676
201203,United Airlines - Pre 07/01/2013,18435
201203,United Airlines - Pre 07/01/2013,160
201203,United Airlines - Pre 07/01/2013,19966
201203,United Airlines - Pre 07/01/2013,20952
201203,United Airlines - Pre 07/01/2013,12
201203,Virgin America,158867
201203,Virgin America,163834
201203,Virgin America,6305
201203,Virgin America,6963
201203,Virgin Atlantic,9245
201203,Virgin Atlantic,8909
201204,Aeromexico,2894
201204,Aeromexico,2815
201204,Air Canada,8425
201204,Air Canada,8809
201204,Air Canada,10297
201204,Air Canada,10765
201204,Air China,7078
201204,Air China,6633
201204,Air France,10449
201204,Air France,10703
201204,Air New Zealand,7350
201204,Air New Zealand,5105
201204,AirTran Airways,14844
201204,AirTran Airways,14819
201204,Alaska Airlines,33507
201204,Alaska Airlines,33706
201204,Alaska Airlines,6503
201204,Alaska Airlines,6112
201204,All Nippon Airways,6833
201204,All Nippon Airways,6260
201204,American Airlines,136355
201204,American Airlines,131745
201204,Asiana Airlines,7828
201204,Asiana Airlines,7310
201204,British Airways,17755
201204,British Airways,18074
201204,Cathay Pacific,21118
201204,Cathay Pacific,19307
201204,China Airlines,9981
201204,China Airlines,8140
201204,Delta Air Lines,106983
201204,Delta Air Lines,108382
201204,Delta Air Lines,3652
201204,Delta Air Lines,3049
201204,EVA Airways,11052
201204,EVA Airways,10092
201204,Emirates,9612
201204,Emirates,7745
201204,Frontier Airlines,18647
201204,Frontier Airlines,18092
201204,Hawaiian Airlines,8109
201204,Hawaiian Airlines,7634
201204,Horizon Air,5437
201204,Horizon Air,6291
201204,Japan Airlines,5509
201204,Japan Airlines,4446
201204,JetBlue Airways,43199
201204,JetBlue Airways,43322
201204,KLM Royal Dutch Airlines,11011
201204,KLM Royal Dutch Airlines,10790
201204,Korean Air Lines,6358
201204,Korean Air Lines,5517
201204,LAN Peru,2669
201204,LAN Peru,2210
201204,Lufthansa German Airlines,22468
201204,Lufthansa German Airlines,20984
201204,Philippine Airlines,11930
201204,Philippine Airlines,10394
201204,Servisair,171
201204,Singapore Airlines,14765
201204,Singapore Airlines,13098
201204,SkyWest Airlines,23496
201204,SkyWest Airlines,22791
201204,SkyWest Airlines,142310
201204,SkyWest Airlines,142172
201204,SkyWest Airlines,1184
201204,SkyWest Airlines,9638
201204,SkyWest Airlines,11790
201204,Southwest Airlines,124912
201204,Southwest Airlines,122846
201204,Southwest Airlines,127
201204,Sun Country Airlines,2672
201204,Sun Country Airlines,3011
201204,Swiss International,6222
201204,Swiss International,6089
201204,Swissport USA,167
201204,Swissport USA,183
201204,Swissport USA,93
201204,TACA,4938
201204,TACA,4525
201204,US Airways,57109
201204,US Airways,55895
201204,United Airlines,115755
201204,United Airlines,116676
201204,United Airlines - Pre 07/01/2013,39228
201204,United Airlines - Pre 07/01/2013,42598
201204,United Airlines - Pre 07/01/2013,18347
201204,United Airlines - Pre 07/01/2013,18532
201204,United Airlines - Pre 07/01/2013,205
201204,United Airlines - Pre 07/01/2013,348591
201204,United Airlines - Pre 07/01/2013,352098
201204,United Airlines - Pre 07/01/2013,3909
201204,United Airlines - Pre 07/01/2013,71406
201204,United Airlines - Pre 07/01/2013,61382
201204,United Airlines - Pre 07/01/2013,616
201204,United Airlines - Pre 07/01/2013,9180
201204,United Airlines - Pre 07/01/2013,7572
201204,United Airlines - Pre 07/01/2013,589
201204,United Airlines - Pre 07/01/2013,10687
201204,United Airlines - Pre 07/01/2013,11327
201204,United Airlines - Pre 07/01/2013,78
201204,United Airlines - Pre 07/01/2013,26203
201204,United Airlines - Pre 07/01/2013,28081
201204,United Airlines - Pre 07/01/2013,849
201204,United Airlines - Pre 07/01/2013,23013
201204,United Airlines - Pre 07/01/2013,18117
201204,Virgin America,157478
201204,Virgin America,158587
201204,Virgin America,7067
201204,Virgin America,6244
201204,Virgin Atlantic,9839
201204,Virgin Atlantic,10709
201204,WestJet Airlines,293
201204,WestJet Airlines,443
201205,Aeromexico,2982
201205,Aeromexico,2973
201205,Air Berlin,1816
201205,Air Berlin,1718
201205,Air Canada,12726
201205,Air Canada,13668
201205,Air Canada,11747
201205,Air Canada,12617
201205,Air China,7353
201205,Air China,7713
201205,Air France,14156
201205,Air France,16144
201205,Air New Zealand,7131
201205,Air New Zealand,57
201205,Air New Zealand,5501
201205,AirTran Airways,18793
201205,AirTran Airways,18927
201205,Alaska Airlines,33449
201205,Alaska Airlines,34438
201205,Alaska Airlines,5679
201205,Alaska Airlines,5533
201205,All Nippon Airways,6812
201205,All Nippon Airways,7537
201205,American Airlines,143443
201205,American Airlines,139477
201205,Asiana Airlines,8557
201205,Asiana Airlines,8098
201205,British Airways,18722
201205,British Airways,19024
201205,Cathay Pacific,21197
201205,Cathay Pacific,21763
201205,China Airlines,9354
201205,China Airlines,10816
201205,Delta Air Lines,111623
201205,Delta Air Lines,113207
201205,Delta Air Lines,5578
201205,Delta Air Lines,5533
201205,EVA Airways,12236
201205,EVA Airways,13525
201205,Emirates,9685
201205,Emirates,9308
201205,Frontier Airlines,19587
201205,Frontier Airlines,18659
201205,Hawaiian Airlines,8521
201205,Hawaiian Airlines,8244
201205,Horizon Air,5496
201205,Horizon Air,6649
201205,Japan Airlines,5346
201205,Japan Airlines,6572
201205,JetBlue Airways,43952
201205,JetBlue Airways,43785
201205,KLM Royal Dutch Airlines,11365
201205,KLM Royal Dutch Airlines,11987
201205,Korean Air Lines,6688
201205,Korean Air Lines,6851
201205,LAN Peru,2970
201205,LAN Peru,2800
201205,Lufthansa German Airlines,22853
201205,Lufthansa German Airlines,23927
201205,Philippine Airlines,11675
201205,Philippine Airlines,11234
201205,Singapore Airlines,14308
201205,Singapore Airlines,16193
201205,SkyWest Airlines,21839
201205,SkyWest Airlines,20688
201205,SkyWest Airlines,151873
201205,SkyWest Airlines,149479
201205,SkyWest Airlines,2355
201205,SkyWest Airlines,9383
201205,SkyWest Airlines,13125
201205,Southwest Airlines,127644
201205,Southwest Airlines,125198
201205,Southwest Airlines,103
201205,Sun Country Airlines,3487
201205,Sun Country Airlines,3582
201205,Swiss International,6238
201205,Swiss International,6461
201205,TACA,5142
201205,TACA,4905
201205,US Airways,69551
201205,US Airways,65113
201205,United Airlines,133519
201205,United Airlines,137045
201205,United Airlines - Pre 07/01/2013,40256
201205,United Airlines - Pre 07/01/2013,44592
201205,United Airlines - Pre 07/01/2013,19019
201205,United Airlines - Pre 07/01/2013,19306
201205,United Airlines - Pre 07/01/2013,171
201205,United Airlines - Pre 07/01/2013,361349
201205,United Airlines - Pre 07/01/2013,366814
201205,United Airlines - Pre 07/01/2013,3234
201205,United Airlines - Pre 07/01/2013,70695
201205,United Airlines - Pre 07/01/2013,73170
201205,United Airlines - Pre 07/01/2013,470
201205,United Airlines - Pre 07/01/2013,9249
201205,United Airlines - Pre 07/01/2013,6631
201205,United Airlines - Pre 07/01/2013,470
201205,United Airlines - Pre 07/01/2013,14462
201205,United Airlines - Pre 07/01/2013,11984
201205,United Airlines - Pre 07/01/2013,158
201205,United Airlines - Pre 07/01/2013,29158
201205,United Airlines - Pre 07/01/2013,32200
201205,United Airlines - Pre 07/01/2013,156
201205,United Airlines - Pre 07/01/2013,21812
201205,United Airlines - Pre 07/01/2013,21886
201205,Virgin America,160854
201205,Virgin America,162892
201205,Virgin America,6121
201205,Virgin America,6257
201205,Virgin Atlantic,13250
201205,Virgin Atlantic,12374
201205,WestJet Airlines,7125
201205,WestJet Airlines,7175
201205,XL Airways France,106
201205,XL Airways France,166
201206,Aeromexico,2963
201206,Aeromexico,3658
201206,Air Berlin,3382
201206,Air Berlin,2998
201206,Air Canada,15073
201206,Air Canada,13347
201206,Air Canada,12332
201206,Air Canada,16375
201206,Air China,7211
201206,Air China,7331
201206,Air France,20728
201206,Air France,20797
201206,Air New Zealand,8126
201206,Air New Zealand,6758
201206,AirTran Airways,23408
201206,AirTran Airways,24523
201206,Alaska Airlines,38298
201206,Alaska Airlines,39134
201206,Alaska Airlines,5969
201206,Alaska Airlines,6169
201206,All Nippon Airways,7499
201206,All Nippon Airways,7316
201206,American Airlines,139460
201206,American Airlines,141404
201206,Asiana Airlines,8328
201206,Asiana Airlines,8553
201206,British Airways,18661
201206,British Airways,18712
201206,Cathay Pacific,20405
201206,Cathay Pacific,22435
201206,China Airlines,10194
201206,China Airlines,10838
201206,Delta Air Lines,143644
201206,Delta Air Lines,149152
201206,Delta Air Lines,5995
201206,Delta Air Lines,6213
201206,EVA Airways,13595
201206,EVA Airways,15226
201206,Emirates,9712
201206,Emirates,10035
201206,Frontier Airlines,17895
201206,Frontier Airlines,18362
201206,Hawaiian Airlines,7945
201206,Hawaiian Airlines,8432
201206,Horizon Air,5087
201206,Horizon Air,5895
201206,Japan Airlines,6365
201206,Japan Airlines,7083
201206,JetBlue Airways,45485
201206,JetBlue Airways,46766
201206,KLM Royal Dutch Airlines,11826
201206,KLM Royal Dutch Airlines,11910
201206,Korean Air Lines,6836
201206,Korean Air Lines,6986
201206,LAN Peru,2765
201206,LAN Peru,2910
201206,Lufthansa German Airlines,23233
201206,Lufthansa German Airlines,24160
201206,Philippine Airlines,10009
201206,Philippine Airlines,11558
201206,Servisair,62
201206,Servisair,62
201206,Singapore Airlines,14636
201206,Singapore Airlines,15735
201206,SkyWest Airlines,8088
201206,SkyWest Airlines,8129
201206,SkyWest Airlines,21184
201206,SkyWest Airlines,20453
201206,SkyWest Airlines,138965
201206,SkyWest Airlines,139671
201206,SkyWest Airlines,2467
201206,SkyWest Airlines,10012
201206,SkyWest Airlines,13399
201206,Southwest Airlines,131366
201206,Southwest Airlines,127986
201206,Southwest Airlines,157
201206,Sun Country Airlines,4718
201206,Sun Country Airlines,4884
201206,Swiss International,6244
201206,Swiss International,6442
201206,TACA,5680
201206,TACA,6373
201206,US Airways,72186
201206,US Airways,72097
201206,United Airlines,153465
201206,United Airlines,157567
201206,United Airlines - Pre 07/01/2013,44905
201206,United Airlines - Pre 07/01/2013,49068
201206,United Airlines - Pre 07/01/2013,23893
201206,United Airlines - Pre 07/01/2013,23314
201206,United Airlines - Pre 07/01/2013,20815
201206,United Airlines - Pre 07/01/2013,21372
201206,United Airlines - Pre 07/01/2013,186
201206,United Airlines - Pre 07/01/2013,371600
201206,United Airlines - Pre 07/01/2013,382751
201206,United Airlines - Pre 07/01/2013,3539
201206,United Airlines - Pre 07/01/2013,75386
201206,United Airlines - Pre 07/01/2013,73615
201206,United Airlines - Pre 07/01/2013,418
201206,United Airlines - Pre 07/01/2013,8828
201206,United Airlines - Pre 07/01/2013,7160
201206,United Airlines - Pre 07/01/2013,399
201206,United Airlines - Pre 07/01/2013,14319
201206,United Airlines - Pre 07/01/2013,15519
201206,United Airlines - Pre 07/01/2013,87
201206,United Airlines - Pre 07/01/2013,31420
201206,United Airlines - Pre 07/01/2013,33241
201206,United Airlines - Pre 07/01/2013,330
201206,United Airlines - Pre 07/01/2013,21400
201206,United Airlines - Pre 07/01/2013,23696
201206,Virgin America,160910
201206,Virgin America,169228
201206,Virgin America,6737
201206,Virgin America,7173
201206,Virgin Atlantic,12713
201206,Virgin Atlantic,14139
201206,WestJet Airlines,7562
201206,WestJet Airlines,7843
201206,XL Airways France,2023
201206,XL Airways France,2113
201207,Aeromexico,3435
201207,Aeromexico,3173
201207,Air Berlin,3638
201207,Air Berlin,2221
201207,Air Canada,19881
201207,Air Canada,18707
201207,Air Canada,13816
201207,Air Canada,13000
201207,Air China,7645
201207,Air China,7058
201207,Air France,22919
201207,Air France,18822
201207,Air New Zealand,8195
201207,Air New Zealand,8475
201207,AirTran Airways,26605
201207,AirTran Airways,25832
201207,Alaska Airlines,38178
